itemType,reviewId,productId,productUrl,productName,authorId,submissionTime,rating,text,title,badges,negativeFeedback,positiveFeedback,recommended,userNickname,syndicationSource,externalSource,photos
Review,326542344,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf8279687,2024-12-02,4,"[This review was collected as part of a promotion.] I received this product free in exchange for my honest review. So I really like this powder creatine. I feel like it is very effective. I use this in any drink because it is powder and flavorless, so I am able to use it with just about anything. I feel like i have a great amount of energy while using.  I would definitely say it's worth the price. It's a very good quality",Creatine,[],0,0,,raychallep_7466,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,354682762,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",f1586b44158f07fccd34e48b99d044d930af68356acf846e6d4a74519d1ded1a90e473a9a1cd22c525ee07a3657aa667,2024-08-19,1,Not the size I thought,Wrong size,['VerifiedPurchaser'],0,0,,Warren,,bazaarvoice,[]
Review,338953255,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf5601461,2025-02-26,2,"[This review was collected as part of a promotion.] I like that that is unflavored and I can add it to juice or anything else. However, for me it stayed pretty chunky and was hard to get the chunks to break up or dissolve",Just ok,[],0,0,,hollyfabulous_472,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,321851975,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf13027814,2024-10-23,4,"[This review was collected as part of a promotion.] The optimum nutrition creatine u flavored powder works great! It's a great addition before or after your workout offering awesome benefits for your health and wellness. It truly has no flavor so it could be added to any beverage of your liking. 
￼",Great product,[],0,0,,meagenm3,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,321727497,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf5757047,2024-10-21,5,[This review was collected as part of a promotion.] This product was shipped to me incentivized by Influenster for my honest review. Creatine always helps give me a pump with my workouts and this product is from Optimum Nutrition one of the best names in protein and other muscle growth supplements. No flavor and mixes well,Optimum Nutrition a leader in supplements,[],0,0,,caterinat4,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,323345929,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf6573217,2024-10-31,4,"[This review was collected as part of a promotion.] I have been using this creatine during my weight loss / get fit journey. Everyday, I use one teaspoon (NOT tablespoon). I mix it in with my clear protein but for the sake of this review, I tried it with just water. It is tasteless but if it's not fully dissolved, there is a gritty texture. Make sure you shake it up aggressively. Or alternatively, you can mix it with warm water to help it dissolve better. 

Since I have not taken it for very long, I will not make any claims of it's impact on my performance. However, I have had zero negative side effects from it. I wish the product came with a scoop with a long handle, (it did not come with any scoop) when the container gets low it will be a challenge to get the product out.",Tasteless but gritty,[],0,0,,janef4,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,323210069,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf5668702,2024-10-29,5,[This review was collected as part of a promotion.] Agreed addition to my self care it has a good taste with no aftertaste. It's ingredient quality is good and worth the value of money. I have surely seen improvement muscles. I highly recommend it. And it is easy to mix as well!,Great addition to workout routine,[],0,0,,hashtag__review,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,325298756,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf9001511,2024-11-13,4,"[This review was collected as part of a promotion.] I have never taken creatine before but I lift weights about 3 times a week so I was excited to see how this could help with my recovery and muscle growth. I wish I had a longer period of time to take note of my results before writing the review but I can say that this product is easy to consume. It is flavorless and mixes well into whatever drink I'd like that day. I have been taking daily, even on days I do not work out. It possibly helped with recovery as I have not been very sore in the days after my workouts but that has been the case even before taking it. I'm excited to see my progress over time, but so far there have been no negative side effects which is great.",Solid Creatine Powder,[],0,0,,littlestitious93,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320493038,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf9984555,2024-10-04,5,"[This review was collected as part of a promotion.] ON Creatine Unflavored 300G is easy to mix. I put a rounded teaspoon on top of my breakfast cereal, and I noticed no difference in the taste. I'm recovering from an intense physical therapy session yesterday, and I know this is just what my body needs.",ON Creatine Unflavored 300G,[],0,0,,vadac3,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,321383481,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf4873131,2024-10-16,5,"[This review was collected as part of a promotion.] Perfect! Now it is primarily stored in the muscle tissue. Creatine is found in beef, poultry and seafood. There is a loading and a maintenance phase of using creatine supplements. Having experienced what this supplement can do for about a year now I jumped on the opportunity to try a new one free! It is worth it and 100% the right price for a good product that has 3rd party testing on Quality control. Great value for money and there's no taste so chunk into your protein shake or anything you're drinking and there isn't a smell either.",Affordable and quality tested!,[],0,0,,complicatedbrat,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320246352,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf10067299,2024-10-01,5,"[This review was collected as part of a promotion.] I got ON Optimum Nutrition micronized Creatine powder for free from #Influenster for my honest review.
 My fiancee tried it and loves it!  He works out everyday, this is really helping to build muscle. 
  The black and green packaging for the bottle is smooth and classy. It's unflavored and tasted good in any drink. You also get a big portion that lasts a long time. 
  We also like that it's 5 g of 100% creatine monohydrate","Perfect to build muscle, tastes good in any drink",[],0,0,,whitneyl48,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,321215583,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf5645737,2024-10-15,1,"[This review was collected as part of a promotion.] I received this product to try, but the smell of the package is very weird and I am afraid of drinking it. I did try the powder itself and it has an bad aftertaste. I have not been able to try it as a drink just because i don't like the smell, it smells like an example of gasoline. I have never smell something like that before. Not sure if it is supposed to smells like that, but I am afraid of trying it and messing with my stomach. You can try it and help me understand better.",Not sure of taste of product,[],0,0,,delinisem,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320398183,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf5333750,2024-10-03,5,[This review was collected as part of a promotion.] This is a great Creatine powder to use for post workouts. Great and simple ingredient list and it has a nice and easy scooper that it comes with to measure it out. Great at mixing into your water and tastes good. Great value!,Great for building muscle,[],0,0,,jaclynh17,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,318036203,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",zu9sra7h53ewg4nv3wr9zcxxgl,2024-09-03,4,"Good product except that it doesn't blend into drinks as well as some finer creatine powders. Been using it for two years in my protein shakes and find it helps muscle recovery very well. But no matter how well I blend the shakes, or how long I wait it never fully integrates and I always get a little grainy texture from it. Wish the granules were smaller to help prevent this.","Great product, only one small complaint",[],0,0,True,craigr,"{'contentLink': None, 'logoImageUrl': None, 'name': 'optimumnutrition.com'}",bazaarvoice,[]
Review,321859822,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf3770942,2024-10-23,4,"[This review was collected as part of a promotion.] I've been sick with a couple different things so I haven't been able to take this while working out, however because it can help energy  (something I struggle with) I took it for that. I added it to protein shakes mostly and it blended well. It's unflavored and I didn't really notice any difference in taste in my shake so I do think that is accurate. I did see a slight improvement in my energy and think that could increase the longer term I take it. Looking forward to feeling better and trying it to boost workouts as well.",Easy Way to Boost Your Day,[],0,0,,debbyb84,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320352209,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf60864,2024-10-03,5,"[This review was collected as part of a promotion.] Gave me more energy and stamina in the gym. It says there is no flavor and that's absolutely correct, it is a little hard to dissolve in cold water though so it's a little gritty. Simple ingredients and has over 100 servings. For the price it's a great deal. No headaches or acne so far, not crazy gains but definitely a little difference after a week or so.",Great creatine for beginners,[],0,0,,mamatayyy,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,323099743,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf12042783,2024-10-28,5,[This review was collected as part of a promotion.] Creatine is unflavored so can be put in any drink giving it great mixabillity.  The ingredient quality is amazing and the value for money is on point.  I do think this helps with muscle gain and recovery.,Unflavored with good value for money,[],0,0,,tabithak28,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,321739169,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf992758,2024-10-21,5,"[This review was collected as part of a promotion.] I have been adding this to my protein coffee, or a 50 calorie orange juice right before a workout. I love that it is a good quality product with no taste, no smell and unlike some products it's easy to swallow as it doesn't clump up like some other brands do. I've definitely noticed an increase in my energy levels and am starting to  feel much stronger when and I know this will continue with being consistent with this product. I highly recommend this product for a pre-workout boost!!!!",Pre-workout Booster,[],0,0,,beingtaryn,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,321196615,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf12843601,2024-10-15,5,[This review was collected as part of a promotion.] I recently added this creatine in my workout routine and I love it. I can feel my strength in the gym is stronger and its helped me push through my workout easier. The unflavored part makes it easier to add to my protein shake and it still tastes great. Everybody needs to add this to their workout regimen!,This creatine is a must to add for a great workout!,[],0,0,,mimimdo,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,325059814,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf5882388,2024-11-10,5,"[This review was collected as part of a promotion.] Optimum Nutrition's Creatine Unflavored is a solid choice for anyone looking to enhance their workout performance and support muscle growth. This product stands out for its purity and effectiveness, making it a staple in many fitness enthusiasts' supplement regimens.

One of the key benefits of this creatine is its unflavored nature, which allows for easy mixing with any beverage or protein shake without altering the taste. This versatility makes it convenient to incorporate into your daily routine, whether you prefer it in water, juice, or your favorite smoothie. 

In terms of performance, users often report noticeable improvements in strength, endurance, and recovery time. The micronized formula enhances solubility, ensuring that it dissolves easily and is readily absorbed by the body. This means that you can take it pre- or post-workout without any digestive discomfort.

Another great feature of Optimum Nutrition's Creatine is its commitment to quality. The product undergoes rigorous testing to ensure purity and potency, which is reassuring for consumers who prioritize safety in their supplements. 

Overall, Optimum Nutrition's Creatine Unflavored is an excellent addition to any athlete's supplement stack. Its effectiveness, ease of use, and high-quality formulation make it a trustworthy option for those looking to boost their performance and achieve their fitness goals. If you're seeking a reliable creatine supplement without frills, this one is definitely worth considering.",Helped alot,[],0,0,,,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,321250774,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf5698732,2024-10-16,5,[This review was collected as part of a promotion.] Love products from ON as they only use premium ingredients in all of their products. This unflavored creatine powder is great to take before working out and can be mixed with protein shakes or any kind of juice. Dissolves easily by stirring it with a straw or shaking few times in a shaker.,Must have workout supplement,[],0,0,,68iammisa,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320896246,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf5668037,2024-10-10,5,[This review was collected as part of a promotion.] Just amazing I feel good and exercise every day and just 5 ml and my muscles looks good I also like to add vital protein too . Don't not have any tastes and dissolve good in water or coffee. Good for morning,Amazing muscle,[],0,0,,niobysl,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,323833035,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf4923013,2024-11-06,4,"[This review was collected as part of a promotion.] I had tried before Optimum Nutrition whey protein and I'm a satisfied customer, now with the creatine powder I can say I'm truly satisfied about the results, after a couple weeks of trying it I felt more energy and better performance during my workout routine at the gym. The product is easy to mix, but I give it a 4 stars because I prefer flavored supplements.",Effective results and improved performance,[],0,0,,angeladrn,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320453220,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf12329667,2024-10-04,5,"[This review was collected as part of a promotion.] This creatine powder is amazing! It's incredibly easy to mix, and I love that it's flavorless, so I can add it to any drink without altering the taste. I've noticed significant improvements in my strength and endurance during workouts, and it helps with faster recovery as well. What sets this creatine apart is how finely micronized it is, which really makes a difference compared to other brands I've tried.","Easy to mix, flavorless & really works!",[],0,0,,jasmink71,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320356517,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf8021880,2024-10-03,5,"[This review was collected as part of a promotion.] This creatine is easy to take since it's only one rounded teaspoon.  You can add it to your protein drink, smoothie, or plain water.  It is unflavored so there's no weird aftertaste.  I can tell my workout recovery is faster when taking it consistently.",No weird aftertaste,[],0,0,,hongc1,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320821503,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf9861735,2024-10-09,5,[This review was collected as part of a promotion.] Love this just started getting back into the gym so this is perfect timing ! Big fan of the ingredient list and it mixes very well I can't stand the powder that don't mix up well and get all chunky.,Mixes well,[],0,0,,courtneyt115,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320831846,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf9503404,2024-10-09,5,"[This review was collected as part of a promotion.] My husband broke his leg last year so he is trying to rebuild muscle mass. This creatine powder is great for him - it dissolves quickly, adds no flavor, and is helping him recover from workouts faster.",Great Recovery from Workouts!,[],0,0,,katied249,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320451659,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf679097,2024-10-04,5,[This review was collected as part of a promotion.] I've been trying out a lot of new workout supplement products & recently started adding creatine when I am lifting at the gym. This one is unflavored so it's easily added to multiple drinks. I do prefer the berry lemonade that I got recently more but both do the job! This bottle is a lot smaller than the other one but it says it has 60 servings so that's still quite a bit.,Workout!,[],0,0,,lizpitt86,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320943231,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf8193674,2024-10-11,4,"[This review was collected as part of a promotion.] This product was unflavored and mixed well. I usually get a tingly/jittery feel from using creatine using this product gave me that feeling, but not very intensely. I recommend this for muscle building support.",Nice Product,[],0,0,,nelijaa,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320310609,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf4743815,2024-10-02,5,"[This review was collected as part of a promotion.] OK so I was super excited to be getting this creatine and especially happy that it's in a powder because it's for muscle building support and this is 100% pure creatine. It has 5 g per serving. It is a band substance that was tested unflavored so will be adding to health routine, I wish there was more in the bottle if that makes sense like a bigger bottle but this is good enough. It's gonna help with muscle building and that's all we need.",we are building strong muscles over here,[],0,0,,kraftyjaci,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,323339114,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf9197091,2024-10-31,3,[This review was collected as part of a promotion.] My family has Thyroid issues so I'm afraid to try it and mess up my thyroid. Since we moved our gym equipment was left at our old house so this is hard to actually give it a go. Before I was lifting now I am just doing cardio due to a small place.,Can't try it,[],0,0,,zetometo,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,323040741,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf1168981,2024-10-26,3,"[This review was collected as part of a promotion.] I tried this and I haven't seen results yet but I did just start. I was excited to try because of the benefits:

Increased muscle strength and power which I need. I like the fact that's it is also unflavored. Hopefully after some time I can see results.",Nice,[],0,0,,lornaj,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,322133788,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf9272093,2024-10-24,5,"[This review was collected as part of a promotion.] Optimum Nutrition's Micronized Creatine is a standout choice for anyone looking to enhance their athletic performance and muscle recovery.

Mixability: One of the key features of this creatine is its micronization process, which allows for better solubility in water. It mixes easily and leaves minimal residue, making it convenient to add to shakes or even just plain water.

Performance: I had noticeable increase in strength and endurance during my workouts. This creatine helps promote ATP production, which can lead to improved performance in high-intensity training.

Taste: While the unflavored version is neutral and doesn't overpower other ingredients in a shake, I found the taste bland.

Packaging: The packaging is practical and resealable, ensuring freshness. The scoop included is appropriately sized for easy measurement.

Conclusion: Overall, Micronized Creatine from Optimum Nutrition is an excellent choice for both beginners and experienced athletes. It provides a reliable boost to performance without unnecessary additives, making it a solid addition to any supplement regimen.",Optimum Nutrition's Micronized Creatine is a standout choice for anyone looking to enhance their athletic performance and muscle recovery.,[],0,0,,slzmn85,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,323210069,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf5668702,2024-10-29,5,[This review was collected as part of a promotion.] Agreed addition to my self care it has a good taste with no aftertaste. It's ingredient quality is good and worth the value of money. I have surely seen improvement muscles. I highly recommend it. And it is easy to mix as well!,Great addition to workout routine,[],0,0,,hashtag__review,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,325742443,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf1863995,2024-11-20,5,"[This review was collected as part of a promotion.] High quality creatine supplement. It's flavorless so u recommend putting it in something that's flavored to make it more enjoyable/less noticeable in just water. Great size container, lasts a long time",High quality,[],0,0,,danac3_469157,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320453220,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf12329667,2024-10-04,5,"[This review was collected as part of a promotion.] This creatine powder is amazing! It's incredibly easy to mix, and I love that it's flavorless, so I can add it to any drink without altering the taste. I've noticed significant improvements in my strength and endurance during workouts, and it helps with faster recovery as well. What sets this creatine apart is how finely micronized it is, which really makes a difference compared to other brands I've tried.","Easy to mix, flavorless & really works!",[],0,0,,jasmink71,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
Review,320792584,17235783,https://www.walmart.com/ip/Optimum-Nutrition-Micronized-Creatine-Powder-Unflavored-60-Servings/17235783?classType=VARIANT&athbdg=L1103,"Optimum Nutrition, Micronized Creatine Powder, Unflavored 60 Servings",inf10114163,2024-10-08,4,"[This review was collected as part of a promotion.] It's a great boost of energy, perfect for days I workout. The product is tasteless, making mixing it in smoothies and protein shakes super easy! You get a good amount of product for your money as well, the products lasts awhile. My only issue was a spoon does not come with the powder.",Perfect Addition to Smoothies,[],0,0,,kellyfinds,"{'contentLink': None, 'logoImageUrl': 'https://contentorigin.bazaarvoice.com/influenster/default/influenster.png', 'name': 'influenster.com'}",bazaarvoice,[]
